tick,blue,yellow,green,uninformed
106,141,5,104,0
107,139,4,107,0
108,136,4,110,0
109,136,3,111,0
110,136,3,111,0
111,135,3,112,0
112,133,3,114,0
113,131,3,116,0
114,131,2,117,0
115,129,2,119,0
116,129,1,120,0
117,129,1,120,0
118,127,0,123,0
119,124,0,126,0
120,122,0,128,0
121,121,0,129,0
122,119,0,131,0
123,116,0,134,0
124,115,0,135,0
125,115,0,135,0
126,114,0,136,0
127,112,0,138,0
128,109,0,141,0
129,108,0,142,0
130,106,0,144,0
131,105,0,145,0
132,105,0,145,0
133,103,0,147,0
134,102,0,148,0
135,102,0,148,0
136,102,0,148,0
137,101,0,149,0
138,98,0,152,0
139,98,0,152,0
140,98,0,152,0
141,98,0,152,0
142,97,0,153,0
143,97,0,153,0
144,96,0,154,0
145,96,0,154,0
146,95,0,155,0
147,92,0,158,0
148,91,0,159,0
149,91,0,159,0
150,91,0,159,0
151,90,0,160,0
152,89,0,161,0
153,87,0,163,0
154,87,0,163,0
155,85,0,165,0
156,84,0,166,0
157,84,0,166,0
158,83,0,167,0
159,83,0,167,0
160,83,0,167,0
161,83,0,167,0
162,83,0,167,0
163,80,0,170,0
164,79,0,171,0
165,78,0,172,0
166,77,0,173,0
167,76,0,174,0
168,76,0,174,0
169,75,0,175,0
170,75,0,175,0
171,74,0,176,0
172,73,0,177,0
173,72,0,178,0
174,71,0,179,0
175,71,0,179,0
176,70,0,180,0
177,69,0,181,0
178,69,0,181,0
179,69,0,181,0
180,69,0,181,0
181,67,0,183,0
182,67,0,183,0
183,67,0,183,0
184,66,0,184,0
185,64,0,186,0
186,63,0,187,0
187,61,0,189,0
188,59,0,191,0
189,59,0,191,0
190,59,0,191,0
191,57,0,193,0
192,57,0,193,0
193,55,0,195,0
194,54,0,196,0
195,54,0,196,0
196,54,0,196,0
197,54,0,196,0
198,53,0,197,0
199,53,0,197,0
200,51,0,199,0
201,51,0,199,0
202,49,0,201,0
203,48,0,202,0
204,47,0,203,0
205,47,0,203,0
206,47,0,203,0
207,46,0,204,0
208,46,0,204,0
209,45,0,205,0
210,45,0,205,0
211,44,0,206,0
212,44,0,206,0
213,44,0,206,0
214,42,0,208,0
215,42,0,208,0
216,41,0,209,0
217,38,0,212,0
218,38,0,212,0
219,37,0,213,0
220,37,0,213,0
221,36,0,214,0
222,34,0,216,0
223,33,0,217,0
224,33,0,217,0
225,32,0,218,0
226,31,0,219,0
227,29,0,221,0
228,29,0,221,0
229,29,0,221,0
230,29,0,221,0
231,29,0,221,0
232,28,0,222,0
233,28,0,222,0
234,27,0,223,0
235,26,0,224,0
236,26,0,224,0
237,26,0,224,0
238,25,0,225,0
239,24,0,226,0
240,24,0,226,0
241,24,0,226,0
242,24,0,226,0
243,23,0,227,0
244,22,0,228,0
245,22,0,228,0
246,22,0,228,0
247,21,0,229,0
248,21,0,229,0
249,21,0,229,0
250,20,0,230,0
251,20,0,230,0
252,20,0,230,0
253,19,0,231,0
254,18,0,232,0
255,18,0,232,0
256,18,0,232,0
257,17,0,233,0
258,17,0,233,0
259,17,0,233,0
260,17,0,233,0
261,17,0,233,0
262,17,0,233,0
263,17,0,233,0
264,16,0,234,0
265,16,0,234,0
266,16,0,234,0
267,14,0,236,0
268,14,0,236,0
269,14,0,236,0
270,14,0,236,0
271,13,0,237,0
272,13,0,237,0
273,13,0,237,0
274,13,0,237,0
275,13,0,237,0
276,13,0,237,0
277,12,0,238,0
278,11,0,239,0
279,11,0,239,0
280,11,0,239,0
281,10,0,240,0
282,10,0,240,0
283,10,0,240,0
284,9,0,241,0
285,9,0,241,0
286,9,0,241,0
287,9,0,241,0
288,9,0,241,0
289,9,0,241,0
290,8,0,242,0
291,8,0,242,0
292,7,0,243,0
293,6,0,244,0
294,5,0,245,0
295,5,0,245,0
296,5,0,245,0
297,4,0,246,0
298,4,0,246,0
299,4,0,246,0
300,2,0,248,0
301,2,0,248,0
